Sr_no,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Moisture,Quakers,Category_One_Defects,Category_Two_Defects,altitude_mean_meters,Total_Cup_Points
1311,0,0,0,0,0,0,0,0,0,0,0.12,0,0,2,1400,0
1312,7.83,8.08,7.75,7.92,8.25,7.92,10,10,8,8,0.12,0,0,2,1488,83.75
1313,8,7.75,7.92,8,7.92,7.92,10,10,8,8,0,0,0,2,3170,83.5
1314,7.92,7.83,7.92,8,7.83,7.92,10,10,7.83,8,0,0,0,0,1000,83.25
1315,8,7.92,7.92,7.75,7.83,7.75,10,10,7.75,8.08,0.12,0,0,7,1212,83
1316,8.33,7.83,7.83,7.75,8.25,7.75,10,10,7.58,7.67,0.12,0,0,3,1250,83
1317,8,7.92,7.67,8,7.75,7.92,10,10,7.75,7.75,0,0,0,0,3000,82.75
1318,7.67,7.75,7.83,7.83,7.92,7.75,10,10,8,7.83,0,0,0,0,750,82.58
1319,7.67,7.75,7.83,7.67,7.92,7.83,10,10,7.92,7.92,0.1,0,0,0,3140,82.5
1320,7.67,7.75,7.58,7.83,7.83,8,10,10,7.92,7.92,0.09,0,0,0,1000,82.5
1321,7.67,7.83,7.83,7.83,7.92,7.75,10,10,7.75,7.83,0.12,0,0,6,1100,82.42
1322,7.58,7.92,7.75,7.83,7.5,7.67,10,10,7.67,7.83,0.12,0,0,1,1095,81.75
1323,7.67,7.83,7.75,7.5,7.75,7.58,10,10,7.75,7.75,0.11,0,0,0,1000,81.58
1324,7.58,7.58,7.67,7.58,7.67,7.67,10,10,7.5,8.33,0,0,0,1,750,81.58
1325,8,7.75,7.75,7.58,7.67,7.5,10,10,7.58,7.67,0.11,0,0,7,1367,81.5
1326,8,7.67,7.75,7.5,7.67,7.58,10,10,7.58,7.75,0.12,0,0,2,1488,81.5
1327,7.75,7.75,7.67,7.67,7.58,7.58,10,10,7.58,7.83,0,0,0,0,1000,81.42
1328,7.5,7.5,7.25,7.83,7.67,7.83,10,10,7.83,7.83,0.13,0,0,0,750,81.25
1329,7.33,7.58,7.5,7.75,7.75,7.67,10,10,7.75,7.58,0.12,0,0,1,1600,80.92
1330,7.83,7.58,7.33,7.67,7.5,7.5,10,10,7.75,7.42,0.12,0,0,2,1745,80.58
1331,7.75,7.42,7.33,7.58,7.67,7.58,10,10,7.67,7.5,0.12,0,0,1,1200,80.5
1332,7.67,7.67,7.5,7.33,7.58,7.5,10,10,7.42,7.5,0,0,0,1,750,80.17
1333,7.58,7.42,7.42,7.83,7.42,7.5,10,10,7.42,7.58,0,0,0,0,750,80.17
1334,7.92,7.5,7.42,7.42,7.42,7.42,9.33,10,7.58,7.33,0,0,0,0,3000,79.33
1335,7.75,7.58,7.33,7.58,5.08,7.83,10,10,7.75,7.83,0,0,0,1,1775.030545,78.75
1336,7.5,7.67,7.75,7.75,5.17,5.25,10,10,8.42,8.58,0,0,0,0,40,78.08
1337,7.33,7.33,7.17,7.42,7.5,7.17,9.33,9.33,7.42,7.17,0,0,0,6,795,77.17
1338,7.42,6.83,6.75,7.17,7.25,7,9.33,9.33,7.08,6.92,0.1,0,20,1,1775.030545,75.08
1339,6.75,6.67,6.5,6.83,6.92,6.83,9.33,9.33,6.67,7.92,0.12,0,63,9,1775.030545,73.75
